,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
1981-02-26 05:00:00 UTC,25.63,25.75,25.63,25.63,48400,0,1,0.3818774271232,0.38366538230286,0.3818774271232,0.3818774271232,2.7104e+6
1981-02-27 05:00:00 UTC,26.5,26.75,26.5,26.5,65900,0,1,0.39484010217576,0.39856500880006,0.39484010217576,0.39484010217576,3.6904e+6
1981-03-02 05:00:00 UTC,26.63,26.75,26.63,26.63,52500,0,1,0.3967770536204,0.39856500880006,0.3967770536204,0.3967770536204,2.94e+6
1981-03-03 05:00:00 UTC,26.37,26.37,26.25,26.25,72200,0,1,0.39290315073113,0.39290315073113,0.39111519555146,0.39111519555146,4.0432e+6
1981-03-04 05:00:00 UTC,26.13,26.13,26,26,61200,0,1,0.3893272403718,0.3893272403718,0.38739028892716,0.38739028892716,3.4272e+6
1981-03-05 05:00:00 UTC,26,26,25.87,25.87,24000,0,1,0.38739028892716,0.38739028892716,0.38545333748253,0.38545333748253,1.344e+6
1981-03-06 05:00:00 UTC,25.87,25.87,25.63,25.63,51800,0,1,0.38545333748253,0.38545333748253,0.3818774271232,0.3818774271232,2.9008e+6
1981-03-09 05:00:00 UTC,23.75,23.75,23.63,23.63,68400,0,1,0.35386612930847,0.35386612930847,0.3520781741288,0.3520781741288,3.8304e+6
1981-03-10 05:00:00 UTC,22.63,22.63,22.5,22.5,126700,0,1,0.3371785476316,0.3371785476316,0.33524159618697,0.33524159618697,7.0952e+6
1981-03-11 05:00:00 UTC,21.87,21.87,21.62,21.62,133300,0,1,0.32585483149373,0.32585483149373,0.32212992486943,0.32212992486943,7.4648e+6
1981-03-12 05:00:00 UTC,22.5,22.63,22.5,22.5,264500,0,1,0.33524159618697,0.3371785476316,0.33524159618697,0.33524159618697,1.4812e+7
1981-03-13 05:00:00 UTC,22.37,22.37,22.25,22.25,1.0326e+6,0,1,0.33330464474233,0.33330464474233,0.33151668956267,0.33151668956267,5.78256e+7
1981-03-16 05:00:00 UTC,23.13,23.37,23.13,23.13,166200,0,1,0.3446283608802,0.34820427123953,0.3446283608802,0.3446283608802,9.3072e+6
1981-03-17 05:00:00 UTC,24.25,24.5,24.25,24.25,195300,0,1,0.36131594255707,0.36504084918137,0.36131594255707,0.36131594255707,1.09368e+7
1981-03-18 05:00:00 UTC,25.75,26,25.75,25.75,164900,0,1,0.38366538230286,0.38739028892716,0.38366538230286,0.38366538230286,9.2344e+6
1981-03-19 05:00:00 UTC,25.63,25.63,25.5,25.5,168800,0,1,0.3818774271232,0.3818774271232,0.37994047567856,0.37994047567856,9.4528e+6
1981-03-20 05:00:00 UTC,25.75,26,25.75,25.75,65200,0,1,0.38366538230286,0.38739028892716,0.38366538230286,0.38366538230286,3.6512e+6
1981-03-23 05:00:00 UTC,26.75,27,26.75,26.75,98300,0,1,0.39856500880006,0.40228991542436,0.39856500880006,0.39856500880006,5.5048e+6
1981-03-24 05:00:00 UTC,26.75,26.75,26.63,26.63,125700,0,1,0.39856500880006,0.39856500880006,0.3967770536204,0.3967770536204,7.0392e+6
1981-03-25 05:00:00 UTC,26.37,26.37,26.13,26.13,31500,0,1,0.39290315073113,0.39290315073113,0.3893272403718,0.3893272403718,1.764e+6
1981-03-26 05:00:00 UTC,25.75,25.75,25.63,25.63,54800,0,1,0.38366538230286,0.38366538230286,0.3818774271232,0.3818774271232,3.0688e+6
1981-03-27 05:00:00 UTC,24.88,24.88,24.75,24.75,54700,0,1,0.3707027072503,0.3707027072503,0.36876575580567,0.36876575580567,3.0632e+6
1981-03-30 05:00:00 UTC,24.75,25,24.75,24.75,44200,0,1,0.36876575580567,0.37249066242996,0.36876575580567,0.36876575580567,2.4752e+6
1981-03-31 05:00:00 UTC,24.75,24.75,24.5,24.5,71400,0,1,0.36876575580567,0.36876575580567,0.36504084918137,0.36504084918137,3.9984e+6
1981-04-01 05:00:00 UTC,24.38,24.38,24.25,24.25,152100,0,1,0.3632528940017,0.3632528940017,0.36131594255707,0.36131594255707,8.5176e+6
1981-04-02 05:00:00 UTC,26.37,26.5,26.37,26.37,140200,0,1,0.39290315073113,0.39484010217576,0.39290315073113,0.39290315073113,7.8512e+6
1981-04-03 05:00:00 UTC,26.5,26.63,26.5,26.5,73600,0,1,0.39484010217576,0.3967770536204,0.39484010217576,0.39484010217576,4.1216e+6
1981-04-06 05:00:00 UTC,26.13,26.13,26,26,101800,0,1,0.3893272403718,0.3893272403718,0.38739028892716,0.38739028892716,5.7008e+6
1981-04-07 05:00:00 UTC,25.87,25.87,25.75,25.75,47700,0,1,0.38545333748253,0.38545333748253,0.38366538230286,0.38366538230286,2.6712e+6
1981-04-08 05:00:00 UTC,27,27.25,27,27,98000,0,1,0.40228991542436,0.40601482204866,0.40228991542436,0.40228991542436,5.488e+6
1981-04-09 05:00:00 UTC,27.5,27.62,27.5,27.5,55800,0,1,0.40973972867296,0.41152768385263,0.40973972867296,0.40973972867296,3.1248e+6
1981-04-10 05:00:00 UTC,27.88,28,27.88,27.88,149400,0,1,0.4154015867419,0.41718954192156,0.4154015867419,0.4154015867419,8.3664e+6
1981-04-13 05:00:00 UTC,27.88,28,27.88,27.88,71700,0,1,0.4154015867419,0.41718954192156,0.4154015867419,0.4154015867419,4.0152e+6
1981-04-14 05:00:00 UTC,27.88,28,27.88,27.88,29700,0,1,0.4154015867419,0.41718954192156,0.4154015867419,0.4154015867419,1.6632e+6
1981-04-15 05:00:00 UTC,26.63,26.63,26.5,26.5,152000,0,1,0.3967770536204,0.3967770536204,0.39484010217576,0.39484010217576,8.512e+6
1981-04-16 05:00:00 UTC,25.12,25.12,25,25,106600,0,1,0.37427861760963,0.37427861760963,0.37249066242996,0.37249066242996,5.9696e+6
1981-04-20 05:00:00 UTC,25.75,25.87,25.75,25.75,157800,0,1,0.38366538230286,0.38545333748253,0.38366538230286,0.38366538230286,8.8368e+6
1981-04-21 05:00:00 UTC,27.5,27.62,27.5,27.5,127400,0,1,0.40973972867296,0.41152768385263,0.40973972867296,0.40973972867296,7.1344e+6
1981-04-22 05:00:00 UTC,28.5,28.62,28.5,28.5,84800,0,1,0.42463935517016,0.42642731034982,0.42463935517016,0.42463935517016,4.7488e+6
1981-04-23 05:00:00 UTC,29.25,29.37,29.25,29.25,259000,0,1,0.43581407504306,0.43760203022272,0.43581407504306,0.43581407504306,1.4504e+7
